,Horizontal_vibration_signals,Vertical_vibration_signals
0,-0.3963946923613548,-0.0386715005151927
1,-0.1231073960661888,-0.3659009933471679
2,0.9888411313295364,-0.5837798118591309
3,0.0066756998421624,-0.0134109996724873
4,-1.0743855684995651,0.0876068975776434
5,-0.7563471794128418,-0.2110124006867408
6,-0.6531239300966263,0.1282691955566406
7,-0.622868500649929,0.2742886915802955
8,-0.4878998175263405,0.3849745169281959
9,-0.0486731994897127,0.4590988159179687
10,-0.1598715968430042,-0.3463029861450195
11,-0.0580907007679343,0.5472660064697266
12,-0.2537726983428001,0.7028698921203613
13,0.5477308854460716,0.5648254975676537
14,0.4713178053498268,0.3336429968476295
15,1.265513896942139,0.53558349609375
16,1.2319207191467283,0.5717157945036888
17,-0.219893492758274,0.5828500166535378
18,0.3844499960541725,0.3126978874206543
19,0.8126378059387207,0.4833101853728294
20,0.6289958953857422,-0.1970767974853515
21,-0.8410096168518066,-0.1884699054062366
22,-0.6809710711240768,-0.2885342016816139
23,-0.0557423010468483,-0.5861878022551537
24,-0.2738117985427379,-0.6371855735778809
25,-0.5324482917785645,-0.0376582005992531
26,-0.2578259073197841,0.1669883914291858
27,-0.4578233137726784,-0.2361059002578258
28,-0.4761099815368652,-0.214540995657444
29,-0.8019685745239258,0.0576615007594227
30,-1.1612415313720703,0.6329178810119629
31,-0.0448703998699784,-0.0084996002260595
32,0.7351279258728027,-0.0824808981269598
33,0.6871581077575684,-0.0285505992360413
34,-0.0798820983618497,0.5498170852661133
35,0.2202511020004749,0.0991821009665727
36,0.4477262124419212,0.2158761024475097
37,0.8969783782958984,-0.2125859074294567
38,1.0603904724121094,0.4397035017609596
39,0.5614399909973145,-0.1028538029640913
40,0.8212447166442871,-0.1547694019973278
41,0.3399372100830078,0.1383304968476295
42,0.0227927998639643,0.311350803822279
43,-0.5333900079131126,0.2308606915175914
44,-0.4983187094330787,-0.0350118009373545
45,-0.1841544918715953,-0.1964450068771839
46,-0.1179576013237237,-0.1611590012907982
47,-0.6218194961547852,-0.1505375001579523
48,-1.432514190673828,0.109636802226305
49,-0.5128622055053711,0.1161814015358686
50,-0.2463101968169212,-0.5034803971648216
51,-0.8265495300292969,-0.5783557891845703
52,-0.5207895860075951,-0.2285004034638404
53,0.379955805838108,-0.1919388957321643
54,0.6732463836669922,0.0789999961853027
55,0.1823782920837402,-0.3967761993408203
56,0.0595807982608675,0.6987690925598145
57,-0.5475997924804688,-0.0358701008372008
58,-0.25353429839015,-0.2968191914260387
59,0.4465221986174583,0.0394344003871083
60,1.2192965298891068,0.2014517970383167
61,0.218057595193386,-0.1103163044899702
62,1.0221601277589798,-0.145924100652337
63,0.4747629165649414,-1.1220932006835938
64,-0.5831241980195045,-1.0704398155212402
65,-0.5186915025115013,-0.8734822273254395
66,0.209665298461914,-1.2387990951538086
67,0.4855275154113769,-0.9572864323854446
68,0.1287341024726629,-0.4791617020964622
69,-0.3690719977021217,-0.2233028039336204
70,-0.9500622749328612,0.0217915000393986
71,-0.4266262054443359,-0.2156854048371315
72,0.148320198059082,0.0876665022224187
73,-0.3688573837280273,1.2233734130859375
74,-0.3328084945678711,0.4594087973237037
75,-0.6458520889282227,0.9818316251039504
76,0.1606225967407226,0.3739475831389427
77,0.0776052009314298,0.2872109040617943
78,-0.4234791174530983,0.4377127066254616
79,0.2828598022460937,0.1987100020051002
80,0.3438711166381836,0.0989079009741544
81,0.2243638038635254,0.0646949000656604
82,0.5249739065766335,-0.0148176995571702
83,-0.2704023942351341,0.0469685019925236
84,-0.0934601016342639,-0.1931666955351829
85,0.4852652922272682,-0.7920979708433151
86,0.7897496223449707,-0.5702019110321999
87,-0.437021292746067,-0.7306575775146484
88,-0.4912137985229492,-0.1049042027443647
89,0.1795768924057483,-0.3514409065246582
90,-0.0025748999905772,-0.7252336293458939
91,-0.3182053938508034,-0.2105236053466797
92,-0.4805802926421165,0.3525137901306152
93,-0.0028728999313898,-0.3449916839599609
94,-0.1912594027817249,0.0763178011402487
95,0.4552007094025612,0.0289678992703557
96,0.350964106619358,0.272524394094944
97,-0.176095999777317,0.4676103964447975
98,-0.203251801431179,0.1829146966338157
99,-0.1005173008888959,0.7177591323852539
100,0.5797744169831276,0.4760384932160377
101,-0.0353098008781671,0.2788900956511497
102,-0.0025034000282175,0.5603313073515892
103,0.0216246000491082,0.4427671059966087
104,0.3998636826872825,-0.3715753927826881
105,-0.1422047987580299,-0.4352807998657226
106,0.0895262043923139,-0.5808115005493164
107,0.3048538975417614,-0.5270599946379662
108,0.1198768988251686,-0.7817268371582031
109,0.0608563004061579,-1.065993309020996
110,0.076878098770976,-0.688469409942627
111,-0.0403880979865789,-1.1130571365356443
112,-0.5469560995697975,-0.8629798889160156
113,-1.0161399841308594,-0.9193778038024902
114,-0.5198001861572266,-0.1886129006743431
115,-0.3620862960815429,-0.4680633917450905
116,0.2619623951613903,0.2431870065629482
117,0.2624035067856312,-0.3368616104125976
118,0.6879568099975586,0.3048061951994896
119,0.3652691841125488,-0.0272392993792891
120,0.627887174487114,0.0961184967309236
121,0.9244204312562944,0.4717588052153587
122,0.7347822189331055,0.5816340073943138
123,1.4183759689331057,0.2005100063979625
124,0.5547643080353737,0.415802001953125
125,0.4331589117646217,0.2137422934174537
126,-0.825643464922905,0.1946567930281162
127,-0.4585384950041771,0.384068489074707
128,-0.6774187088012695,-0.3154635056853294
129,-0.1809358969330787,0.084495497867465
130,-0.0280141993425786,-0.1841663941740989
131,-1.117753982543945,-0.1953244023025035
132,-1.292729377746582,0.0397204980254173
133,-0.7974029332399368,0.1770257949829101
134,-0.4020810127258301,-0.2710223011672497
135,0.0759362988173961,-0.6991267204284668
136,-0.390780009329319,0.0738262990489602
137,0.1309990976005792,0.4922151938080787
138,0.0668882997706532,0.5778909102082253
139,0.5019187927246094,0.1424670033156871
140,1.0186553001403809,0.3102659992873668
141,-0.2166271023452282,1.0876774787902832
142,-0.296711903065443,0.4251002892851829
143,0.2133131027221679,0.5000948905944824
144,1.4133810997009275,0.1822710037231445
145,0.5059241876006126,0.6042004004120827
146,0.5501031875610352,-0.015985999489203
147,0.4988789930939674,0.0321864988654851
148,-0.2711177058517933,-0.364530086517334
149,-0.0184655003249645,-0.4811644926667213
150,0.0476717995479702,-0.2849221043288708
151,0.4900335893034935,-0.4784584045410156
152,-0.0422596978023648,-0.203943308442831
153,-0.6462454795837402,-0.2054690942168235
154,-0.0453949021175503,-0.3747105970978737
155,-0.1330136973410844,-0.590670108795166
156,0.1641393080353737,-0.6451606750488281
157,-0.1228929031640291,-0.6182670965790749
158,-0.287020206451416,-0.4580616950988769
159,-1.246964931488037,-0.0832557957619428
160,-0.3252267837524414,-0.2189278975129127
161,0.7033348083496094,-0.31998161226511
162,1.2503981590270996,-0.0506163015961647
163,0.19028190523386,0.4097222909331321
164,0.309073906391859,0.401914082467556
165,0.627291202545166,-0.1549839973449707
166,1.0213136672973633,-0.3021598048508167
167,0.2880096063017845,-0.2031683921813964
168,-0.1303314976394176,0.2015471085906028
169,0.4899859055876732,-0.6330729275941849
170,-0.0859261024743318,-0.6444811820983887
171,0.5135058984160423,-0.6528735160827637
172,-1.0668039321899414,-0.6271839141845703
173,-0.7573127746582031,-1.1832951754331589
174,-0.578916110098362,-1.2637734413146973
175,-0.116813201457262,-0.9587764739990234
176,-0.9363173693418504,-0.8523107320070267
177,-1.0638833045959473,-0.4842877015471458
178,0.4333734884858131,-1.0498405247926712
179,0.4156827926635742,-1.0816574096679688
180,-0.326847992837429,-0.568389892578125
181,0.1055360026657581,0.2121328935027122
182,0.1415491010993719,0.3875136002898216
183,-0.0796436984091997,-0.1026391983032226
184,0.2098798938095569,0.4535675048828125
185,0.6394147872924805,0.3602385893464088
186,0.3379464149475097,-0.1877784915268421
187,-0.0737906014546752,-0.4667520895600319
188,1.0607122629880903,-0.2135276980698108
189,1.0414481163024902,-0.1233815960586071
190,0.4726171121001243,-0.5940914154052734
191,0.7714629173278809,-1.0901808738708496
192,1.253831386566162,-0.8298754692077637
193,0.9258388727903366,-0.9955763816833496
194,-0.7371068000793457,-1.2310504913330078
195,0.166165791451931,-0.8306980133056641
196,-0.1207232009619474,-0.9709835052490234
197,-0.638735294342041,-0.9183406829833984
198,-1.071762964129448,-0.2916694059967994
199,-1.0409235954284668,-0.4285215958952904
200,-0.2612471953034401,-0.334167517721653
201,-0.7898688316345215,0.0888586044311523
202,-0.5446195974946022,-0.2321361936628818
203,-0.1396537013351917,0.4175901040434837
204,0.826418399810791,-0.1957416906952858
205,0.7496237754821777,0.1257658004760742
206,0.2513409033417701,0.6110310927033424
207,0.0517845014110207,1.1781930923461914
208,0.6474614143371582,0.5095719918608665
209,1.3599753379821775,0.4997729882597923
210,0.9489654749631882,0.0292300991714
211,0.3275156021118164,1.3741612434387207
212,0.1919507980346679,0.3895759955048561
213,1.0528326034545898,-0.2769589051604271
214,0.8945941925048828,-0.364995002746582
215,0.634157732129097,-0.1786709018051624
216,-0.4089593887329101,-0.4230976104736328
217,0.3383160009980201,-1.4645695686340332
218,0.2289295010268688,-1.2904167175292969
219,-0.3707646951079368,-0.5659222975373268
220,-0.3850340843200683,-0.367581807076931
221,-0.8066534996032715,-0.9600281715393066
222,-0.2451539039611816,-0.1209854986518621
223,0.3555893898010254,-0.509643591940403
224,-0.3366231918334961,-0.1332997996360063
225,-0.4287124052643776,0.2028583921492099
226,0.2969264984130859,-0.1989126019179821
227,0.4732609167695045,0.0597835006192326
228,0.3560305014252662,-0.082433195784688
