,Horizontal_vibration_signals,Vertical_vibration_signals
0,7.17465877532959,-4.981863498687744
1,2.713167667388916,-1.277625560760498
2,4.881060123443604,-5.652463436126709
3,0.7195472717285156,1.9980669021606443
4,-3.584575653076172,-5.955779552459717
5,-5.765843391418457,-3.1884312629699707
6,-2.5879502296447754,-5.35355806350708
7,-6.917691230773926,-5.880272388458252
8,-6.609368324279785,-0.7042527198791504
9,-10.86333990097046,-5.389583110809326
10,-2.1403074264526367,-0.4191279038786888
11,-12.46415376663208,-3.3679604530334477
12,-7.03575611114502,1.0115981101989746
13,-10.959362983703612,-0.5721331015229225
14,-5.968630313873291,3.155660629272461
15,-10.415732860565186,1.7074823379516602
16,-3.749370574951172,6.30650520324707
17,-0.4363178834319114,7.0922136306762695
18,-3.054225444793701,2.0461440086364746
19,4.010212421417236,6.139373779296875
20,1.9065260887146,3.682422637939453
21,8.334517478942871,6.231176853179932
22,-1.1620522290468216,4.493963718414307
23,12.31687068939209,2.4855971336364746
24,7.644140720367432,1.114952564239502
25,11.740589141845703,1.8099665641784668
26,-1.952660083770752,-0.2479314990341663
27,8.989536762237549,-0.9472131729125975
28,6.367385387420654,-4.076969623565674
29,0.960838794708252,-3.5643458366394043
30,1.929163932800293,-3.18758487701416
31,1.5502691268920898,-2.6358604431152344
32,-0.3001213073730469,-9.128916263580322
33,-2.8781771659851074,-3.9113402366638175
34,1.9343972206115725,-3.292226791381836
35,-3.480052947998047,-5.102181434631348
36,-2.1560072898864746,-4.339134693145752
37,-0.1093626022338867,-4.011309146881104
38,-0.5855203047394753,0.7994533330202103
39,1.9405841827392576,-3.08455228805542
40,-4.034864902496338,0.6901978701353073
41,3.044366836547852,1.2581944465637207
42,5.41834831237793,0.4788399115204811
43,1.927506923675537,2.7597904205322266
44,1.7819523811340332,1.4634251594543457
45,6.046950817108154,3.8181424140930176
46,4.609251022338867,2.242457866668701
47,3.2123565673828125,0.0455975998193025
48,3.0426621437072754,3.710043430328369
49,1.907038688659668,1.252877712249756
50,4.453694820404053,0.9734392166137696
51,-2.244579792022705,-2.514636516571045
52,0.8722662925720215,2.3391246795654297
53,-3.1447291374206543,-0.676429271697998
54,-4.324436187744141,-2.9549717903137207
55,-3.8780689239501953,-1.6728401184082031
56,0.1647830009460449,-3.375256061553955
57,-3.714501857757568,-0.2073526009917259
58,-6.088447570800781,-3.0693531036376958
59,2.512681484222412,-1.9689321517944336
60,-3.2227516174316406,-2.248656749725342
61,0.1060367003083229,-2.341008186340332
62,-3.65675687789917,-0.8695722371339798
63,2.617883682250977,-1.128709316253662
64,-0.0255703995935618,0.0094056001398712
65,-0.8688449859619141,1.591789722442627
66,3.032159805297852,-0.171828307211399
67,-2.4590611457824707,3.293776512145996
68,1.340186595916748,-1.225745677947998
69,0.8965253829956055,4.003238677978516
70,0.4507064819335937,0.5885839089751244
71,-2.856755256652832,1.8036484718322756
72,1.7619609832763672,2.94649600982666
73,-1.2645244598388672,-0.159919299185276
74,-2.743208408355713,0.279617290943861
75,-0.9626507759094238,-0.4601835831999779
76,-3.1679391860961914,0.1337886042892933
77,-2.0387887954711914,-3.2845258712768555
78,-0.225079096853733,-1.1876106262207031
79,-4.611778259277344,-0.7989048957824707
80,-1.8694758415222168,-2.106618881225586
81,-2.82440185546875,0.4411936178803444
82,-2.254402637481689,-1.671135425567627
83,-0.8914828300476074,1.0336756706237793
84,-2.4796605110168457,1.1051654815673828
85,0.3293991088867187,-0.1669765077531337
86,0.3736257925629616,4.567515850067139
87,2.763950824737549,2.937567234039306
88,0.2130150981247425,3.527188301086426
89,4.955530166625977,4.680323600769043
90,2.253139019012451,5.513179302215576
91,1.9677400588989256,6.388795375823975
92,3.4990668296813965,4.950010776519775
93,3.966319561004639,6.046867370605469
94,2.403867244720459,3.5593032836914062
95,1.675868034362793,6.375372409820557
96,1.9713282585144043,2.1421194076538086
97,1.594853401184082,3.210461139678955
98,1.2975215911865234,1.4731764793395996
99,-0.3552556037902832,0.845789909362793
100,2.1562933921813965,0.9370089322328568
101,-2.622544765472412,-3.401458263397217
102,-2.1360158920288086,-0.8481025695800781
103,-1.7524003982543943,-1.9605636596679688
104,-0.5987882986664772,-3.494298458099365
105,-3.0680060386657715,-3.6764979362487793
106,-1.9237041473388672,-4.302585124969482
107,-0.9992241859436036,-3.956317901611328
108,-3.5524964332580566,-4.576826095581055
